frame,time_s,oid,class,point_type,x,y,x_norm,y_norm,bbox_w,bbox_h,bbox_w_norm,bbox_h_norm,speed_px_per_s
293,12.208333333333334,1,player,foot,2822.60693359375,517.2993774414062,0.7350538889567058,0.23949045251916956,83.0,240.0,0.021614583333333333,0.1111111111111111,
293,12.208333333333334,2,player,foot,751.200439453125,700.856689453125,0.19562511444091796,0.32447068956163194,174.0,373.0,0.0453125,0.1726851851851852,
293,12.208333333333334,3,ball,center,2828.0,623.5,0.7364583333333333,0.2886574074074074,40.0,41.0,0.010416666666666666,0.01898148148148148,134.1640786499874
294,12.25,0,player,foot,1709.0322265625,428.12042236328125,0.4450604756673177,0.19820389924225984,69.0,207.0,0.01796875,0.09583333333333334,
294,12.25,1,player,foot,2821.824951171875,516.3095703125,0.7348502477010092,0.23903220847800927,82.0,238.0,0.021354166666666667,0.11018518518518519,
294,12.25,2,player,foot,753.8402709960938,700.2996826171875,0.1963125705718994,0.32421281602647567,175.0,373.0,0.045572916666666664,0.1726851851851852,
294,12.25,3,ball,center,2830.0,632.5,0.7369791666666666,0.29282407407407407,44.0,45.0,0.011458333333333333,0.020833333333333332,221.2690669750293
295,12.291666666666666,0,player,foot,1707.37255859375,426.2843017578125,0.4446282704671224,0.19735384340639467,70.0,205.0,0.018229166666666668,0.09490740740740741,
295,12.291666666666666,1,player,foot,2820.07763671875,515.9166870117188,0.7343952178955078,0.2388503180609809,87.0,236.0,0.02265625,0.10925925925925926,
295,12.291666666666666,2,player,foot,755.0881958007812,699.9097900390625,0.19663755098978677,0.32403231020326967,174.0,372.0,0.0453125,0.17222222222222222,
295,12.291666666666666,3,ball,center,2829.0,645.0,0.73671875,0.2986111111111111,44.0,42.0,0.011458333333333333,0.019444444444444445,300.9584688956269
296,12.333333333333334,0,player,foot,1708.1607666015625,424.3990173339844,0.4448335329691569,0.1964810265435113,72.0,205.0,0.01875,0.09490740740740741,
296,12.333333333333334,1,player,foot,2818.554443359375,515.3416748046875,0.7339985529581706,0.23858410870587385,98.0,229.0,0.025520833333333333,0.10601851851851851,
296,12.333333333333334,2,player,foot,755.9617309570312,699.3368530273438,0.19686503410339357,0.32376706158673324,174.0,371.0,0.0453125,0.17175925925925925,
296,12.333333333333334,3,ball,center,2828.5,653.5,0.7365885416666667,0.3025462962962963,49.0,41.0,0.012760416666666666,0.01898148148148148,204.35263639111685
297,12.375,0,player,foot,1710.2125244140625,422.7793273925781,0.44536784489949544,0.19573117008915655,70.0,207.0,0.018229166666666668,0.09583333333333334,
297,12.375,1,player,foot,2816.88818359375,514.63916015625,0.7335646311442058,0.23825887044270833,92.0,215.0,0.023958333333333335,0.09953703703703703,
297,12.375,2,player,foot,756.5732421875,698.935791015625,0.19702428181966145,0.323581384729456,176.0,371.0,0.04583333333333333,0.17175925925925925,
297,12.375,3,ball,center,2835.0,658.5,0.73828125,0.30486111111111114,46.0,43.0,0.011979166666666667,0.01990740740740741,196.8146336022807
298,12.416666666666666,0,player,foot,1711.9488525390625,421.34552001953125,0.44582001368204754,0.1950673703794126,70.0,208.0,0.018229166666666668,0.0962962962962963,
298,12.416666666666666,1,player,foot,2814.9716796875,513.847412109375,0.7330655415852865,0.23789232042100694,94.0,208.0,0.024479166666666666,0.0962962962962963,
298,12.416666666666666,2,player,foot,756.2512817382812,698.655029296875,0.1969404379526774,0.32345140245225695,177.0,370.0,0.04609375,0.1712962962962963,
298,12.416666666666666,3,ball,center,2835.5,665.5,0.7384114583333333,0.30810185185185185,47.0,47.0,0.012239583333333333,0.02175925925925926,168.4280261714184
299,12.458333333333334,0,player,foot,1713.76416015625,420.0418701171875,0.4462927500406901,0.19446382875795717,72.0,206.0,0.01875,0.09537037037037037,
299,12.458333333333334,1,player,foot,2807.7802734375,513.5932006835938,0.7311927795410156,0.2377746299461082,102.0,203.0,0.0265625,0.09398148148148149,
299,12.458333333333334,2,player,foot,756.4759521484375,698.1585083007812,0.19699894587198893,0.3232215316207321,192.0,369.0,0.05,0.17083333333333334,
299,12.458333333333334,3,ball,center,2838.0,674.5,0.7390625,0.3122685185185185,50.0,43.0,0.013020833333333334,0.01990740740740741,224.17850030723287
300,12.5,0,player,foot,1715.3349609375,418.82928466796875,0.4467018127441406,0.1939024466055411,72.0,203.0,0.01875,0.09398148148148149,
300,12.5,1,player,foot,2800.9462890625,513.7152099609375,0.729413096110026,0.23783111572265625,112.0,198.0,0.029166666666666667,0.09166666666666666,
300,12.5,2,player,foot,756.6331787109375,697.8109130859375,0.19703989028930663,0.32306060791015623,206.0,368.0,0.05364583333333333,0.17037037037037037,
300,12.5,3,ball,center,2836.5,684.0,0.738671875,0.31666666666666665,53.0,42.0,0.013802083333333333,0.019444444444444445,46.369493018713285
301,12.541666666666666,0,player,foot,1716.884521484375,417.0804748535156,0.447105344136556,0.19309281243218315,67.0,199.0,0.017447916666666667,0.09212962962962963,
301,12.541666666666666,1,player,foot,2795.412353515625,513.8006591796875,0.7279719670613607,0.23787067554615163,117.0,195.0,0.03046875,0.09027777777777778,
301,12.541666666666666,2,player,foot,756.4431762695312,697.567626953125,0.1969904104868571,0.3229479754412616,215.0,368.0,0.055989583333333336,0.17037037037037037,
301,12.541666666666666,3,ball,center,2842.5,692.0,0.740234375,0.32037037037037036,51.0,44.0,0.01328125,0.020370370370370372,240.0
302,12.583333333333334,0,player,foot,1716.01904296875,414.9563293457031,0.4468799591064453,0.19210941173412183,67.0,195.0,0.017447916666666667,0.09027777777777778,
302,12.583333333333334,1,player,foot,2791.988525390625,513.8604736328125,0.7270803451538086,0.23789836742259837,133.0,192.0,0.03463541666666667,0.08888888888888889,
302,12.583333333333334,2,player,foot,756.1602172851562,697.3973388671875,0.19691672325134277,0.32286913836443865,226.0,367.0,0.058854166666666666,0.1699074074074074,
302,12.583333333333334,3,ball,center,2844.0,700.5,0.740625,0.32430555555555557,58.0,45.0,0.015104166666666667,0.020833333333333332,207.1521180195848
303,12.625,0,player,foot,1714.813232421875,413.16943359375,0.4465659459431966,0.19128214518229167,63.0,194.0,0.01640625,0.08981481481481482,
303,12.625,1,player,foot,2789.2919921875,514.5023193359375,0.7263781229654948,0.23819551821108217,135.0,185.0,0.03515625,0.08564814814814815,
303,12.625,2,player,foot,757.0121459960938,696.9781494140625,0.19713857968648274,0.32267506917317706,230.0,365.0,0.059895833333333336,0.16898148148148148,
303,12.625,3,ball,center,2843.0,709.0,0.7403645833333333,0.3282407407407407,54.0,48.0,0.0140625,0.022222222222222223,205.40691322348428
304,12.666666666666666,0,player,foot,1711.5693359375,411.61859130859375,0.44572118123372395,0.1905641626428675,60.0,193.0,0.015625,0.08935185185185185,
304,12.666666666666666,1,player,foot,2787.404296875,515.2515869140625,0.7258865356445312,0.238542401349103,128.0,177.0,0.03333333333333333,0.08194444444444444,
304,12.666666666666666,2,player,foot,757.3085327148438,696.6846923828125,0.1972157637278239,0.3225392094364873,234.0,365.0,0.0609375,0.16898148148148148,
304,12.666666666666666,3,ball,center,2847.0,717.5,0.74140625,0.33217592592592593,54.0,49.0,0.0140625,0.022685185185185187,225.45953073667124
305,12.708333333333334,0,player,foot,1708.548583984375,410.5329895019531,0.44493452707926434,0.1900615692138672,64.0,195.0,0.016666666666666666,0.09027777777777778,
305,12.708333333333334,1,player,foot,2785.782958984375,515.4761352539062,0.7254643122355143,0.23864635891384547,128.0,169.0,0.03333333333333333,0.07824074074074074,
305,12.708333333333334,2,player,foot,756.4659423828125,696.4793090820312,0.19699633916219075,0.3224441245750145,228.0,364.0,0.059375,0.1685185185185185,
305,12.708333333333334,3,ball,center,2847.0,728.0,0.74140625,0.337037037037037,58.0,50.0,0.015104166666666667,0.023148148148148147,252.0
306,12.75,0,player,foot,1705.68408203125,409.173095703125,0.44418856302897136,0.18943198875144676,64.0,195.0,0.016666666666666666,0.09027777777777778,
306,12.75,1,player,foot,2784.9482421875,515.63330078125,0.7252469380696615,0.2387191207320602,121.0,161.0,0.031510416666666666,0.07453703703703704,
306,12.75,2,player,foot,757.526123046875,696.3355102539062,0.19727242787679036,0.3223775510434751,225.0,361.0,0.05859375,0.16712962962962963,
306,12.75,3,ball,center,2849.0,734.5,0.7419270833333333,0.3400462962962963,62.0,53.0,0.016145833333333335,0.024537037037037038,163.21764610482532
307,12.791666666666666,0,player,foot,1703.37890625,408.22119140625,0.4435882568359375,0.18899129231770834,66.0,196.0,0.0171875,0.09074074074074075,
307,12.791666666666666,1,player,foot,2784.063720703125,515.7432861328125,0.7250165939331055,0.23877003987630208,112.0,156.0,0.029166666666666667,0.07222222222222222,
307,12.791666666666666,2,player,foot,778.3682861328125,697.4348754882812,0.20270007451375324,0.32288651642975985,221.0,362.0,0.05755208333333333,0.1675925925925926,
307,12.791666666666666,3,ball,center,2852.0,746.0,0.7427083333333333,0.3453703703703704,58.0,52.0,0.015104166666666667,0.024074074074074074,285.23674377611314
308,12.833333333333334,0,player,foot,1701.7652587890625,407.5548095703125,0.443168036142985,0.188682782208478,68.0,195.0,0.017708333333333333,0.09027777777777778,
308,12.833333333333334,1,player,foot,2783.444580078125,515.520263671875,0.7248553593953451,0.23866678873697916,105.0,155.0,0.02734375,0.07175925925925926,
308,12.833333333333334,2,player,foot,791.7578125,699.7044067382812,0.20618693033854166,0.32393722534179686,210.0,364.0,0.0546875,0.1685185185185185,
308,12.833333333333334,3,ball,center,2857.5,756.0,0.744140625,0.35,57.0,50.0,0.01484375,0.023148148148148147,273.90509305231984
309,12.875,0,player,foot,1700.6357421875,407.08837890625,0.4428738911946615,0.18846684208622685,68.0,195.0,0.017708333333333333,0.09027777777777778,
309,12.875,1,player,foot,2782.4111328125,514.76416015625,0.7245862325032552,0.23831674081307871,98.0,152.0,0.025520833333333333,0.07037037037037037,
309,12.875,2,player,foot,799.9304809570312,702.7930908203125,0.20831522941589356,0.3253671716760706,197.0,367.0,0.05130208333333333,0.1699074074074074,
309,12.875,3,ball,center,2861.5,766.0,0.7451822916666667,0.35462962962962963,55.0,48.0,0.014322916666666666,0.022222222222222223,258.48791074245617
310,12.916666666666666,0,player,foot,1699.544921875,406.46185302734375,0.4425898234049479,0.18817678380895544,79.0,192.0,0.020572916666666666,0.08888888888888889,
310,12.916666666666666,1,player,foot,2781.687744140625,514.534912109375,0.724397850036621,0.23821060745804398,98.0,152.0,0.025520833333333333,0.07037037037037037,
310,12.916666666666666,2,player,foot,803.8513793945312,705.8551635742188,0.20933629671732584,0.3267847979510272,190.0,365.0,0.049479166666666664,0.16898148148148148,
310,12.916666666666666,3,ball,center,2864.5,775.5,0.7459635416666667,0.3590277777777778,53.0,53.0,0.013802083333333333,0.024537037037037038,239.09830614205532
311,12.958333333333334,0,player,foot,1698.3314208984375,405.7232971191406,0.4422738075256348,0.18783485977737993,79.0,191.0,0.020572916666666666,0.08842592592592592,
311,12.958333333333334,1,player,foot,2778.781494140625,514.9744262695312,0.7236410140991211,0.2384140862358941,92.0,153.0,0.023958333333333335,0.07083333333333333,
311,12.958333333333334,2,player,foot,806.2960205078125,709.1986083984375,0.20997292200724285,0.32833268907335067,183.0,366.0,0.04765625,0.16944444444444445,
311,12.958333333333334,3,ball,center,2867.0,786.0,0.7466145833333333,0.3638888888888889,56.0,50.0,0.014583333333333334,0.023148148148148147,259.04439773907484
312,13.0,0,player,foot,1697.031982421875,404.90631103515625,0.4419354120890299,0.187456625479239,70.0,190.0,0.018229166666666668,0.08796296296296297,
312,13.0,1,player,foot,2775.697021484375,516.7821044921875,0.722837766011556,0.23925097430193865,87.0,155.0,0.02265625,0.07175925925925926,
312,13.0,2,player,foot,808.3072509765625,712.1390380859375,0.21049667994181315,0.32969399911385994,177.0,364.0,0.04609375,0.1685185185185185,
312,13.0,3,ball,center,2869.0,797.0,0.7471354166666667,0.36898148148148147,60.0,52.0,0.015625,0.024074074074074074,268.3281572999748
313,13.041666666666666,0,player,foot,1695.5223388671875,403.73443603515625,0.44154227574666344,0.1869140907570168,69.0,189.0,0.01796875,0.0875,
313,13.041666666666666,1,player,foot,2769.7880859375,519.5474853515625,0.7212989807128907,0.24053124321831598,93.0,158.0,0.02421875,0.07314814814814814,
313,13.041666666666666,2,player,foot,809.4150390625,713.8973388671875,0.21078516642252604,0.33050802725332756,172.0,357.0,0.04479166666666667,0.16527777777777777,
313,13.041666666666666,3,ball,center,2874.5,808.0,0.7485677083333333,0.37407407407407406,59.0,54.0,0.015364583333333333,0.025,295.16097302997224
314,13.083333333333334,0,player,foot,1694.015625,402.91412353515625,0.44114990234375,0.18653431645146124,69.0,191.0,0.01796875,0.08842592592592592,
314,13.083333333333334,1,player,foot,2765.65185546875,521.4832153320312,0.7202218373616537,0.24142741450557,93.0,156.0,0.02421875,0.07222222222222222,
314,13.083333333333334,2,player,foot,810.6405029296875,715.4281005859375,0.21110429763793945,0.3312167132342303,167.0,356.0,0.04348958333333333,0.1648148148148148,
314,13.083333333333334,3,ball,center,2877.5,819.5,0.7493489583333334,0.37939814814814815,59.0,57.0,0.015364583333333333,0.02638888888888889,285.23674377611314
315,13.125,0,player,foot,1692.8109130859375,402.0398864746094,0.4408361752827962,0.18612957707157843,68.0,193.0,0.017708333333333333,0.08935185185185185,
315,13.125,1,player,foot,2763.3564453125,523.1382446289062,0.7196240743001302,0.24219363177264178,93.0,156.0,0.02421875,0.07222222222222222,
315,13.125,2,player,foot,811.79833984375,716.4996337890625,0.21140581766764324,0.3317127934208623,163.0,350.0,0.04244791666666667,0.16203703703703703,
315,13.125,3,ball,center,2880.5,832.0,0.7501302083333333,0.3851851851851852,61.0,54.0,0.015885416666666666,0.025,308.5190431723786
316,13.166666666666666,0,player,foot,1693.7677001953125,400.5279235839844,0.4410853385925293,0.18542959425184463,67.0,191.0,0.017447916666666667,0.08842592592592592,
316,13.166666666666666,1,player,foot,2762.049560546875,524.2967529296875,0.7192837397257487,0.24272997820818865,94.0,156.0,0.024479166666666666,0.07222222222222222,
316,13.166666666666666,2,player,foot,812.4588623046875,717.249755859375,0.21157782872517902,0.3320600721571181,161.0,347.0,0.04192708333333333,0.16064814814814815,
316,13.166666666666666,3,ball,center,2887.0,845.0,0.7518229166666667,0.3912037037037037,66.0,58.0,0.0171875,0.026851851851851852,348.8266044899672
317,13.208333333333334,0,player,foot,1695.6373291015625,399.1695556640625,0.44157222112019856,0.18480072021484376,65.0,190.0,0.016927083333333332,0.08796296296296297,
317,13.208333333333334,1,player,foot,2760.834716796875,525.1077270507812,0.7189673741658529,0.2431054291901765,96.0,156.0,0.025,0.07222222222222222,
317,13.208333333333334,2,player,foot,813.0711669921875,717.7748413085938,0.21173728307088216,0.3323031672724971,163.0,342.0,0.04244791666666667,0.15833333333333333,
317,13.208333333333334,3,ball,center,2894.0,854.0,0.7536458333333333,0.39537037037037037,72.0,60.0,0.01875,0.027777777777777776,273.6421020237931
318,13.25,0,player,foot,1696.9461669921875,397.9186706542969,0.4419130643208822,0.1842216067843967,65.0,190.0,0.016927083333333332,0.08796296296296297,
318,13.25,1,player,foot,2759.834228515625,525.6754150390625,0.7187068303426106,0.24336824770326967,98.0,156.0,0.025520833333333333,0.07222222222222222,
318,13.25,2,player,foot,813.1997680664062,717.8424072265625,0.21177077293395996,0.3323344477900752,163.0,340.0,0.04244791666666667,0.1574074074074074,
318,13.25,3,ball,center,2893.0,869.5,0.7533854166666667,0.4025462962962963,68.0,61.0,0.017708333333333333,0.02824074074074074,372.7733896082176
319,13.291666666666666,0,player,foot,1697.8623046875,397.0430603027344,0.4421516418457031,0.1838162316216363,64.0,190.0,0.016666666666666666,0.08796296296296297,
319,13.291666666666666,1,player,foot,2761.083984375,526.07275390625,0.7190322875976562,0.24355220088252313,99.0,157.0,0.02578125,0.07268518518518519,
319,13.291666666666666,2,player,foot,813.1398315429688,717.8897094726562,0.21175516446431478,0.3323563469780816,166.0,343.0,0.043229166666666666,0.1587962962962963,
319,13.291666666666666,3,ball,center,2895.5,878.5,0.7540364583333333,0.40671296296296294,67.0,65.0,0.017447916666666667,0.03009259259259259,224.17850030723287
320,13.333333333333334,0,player,foot,1699.103515625,396.1301574707031,0.4424748738606771,0.18339359142162182,62.0,189.0,0.016145833333333335,0.0875,
320,13.333333333333334,1,player,foot,2762.85888671875,526.3509521484375,0.7194945017496744,0.24368099636501736,102.0,159.0,0.0265625,0.07361111111111111,
320,13.333333333333334,2,player,foot,800.7978515625,719.7227783203125,0.20854110717773439,0.33320498996310766,182.0,349.0,0.04739583333333333,0.16157407407407406,
320,13.333333333333334,3,ball,center,2893.5,896.5,0.753515625,0.4150462962962963,71.0,59.0,0.018489583333333334,0.027314814814814816,434.65848663059603
321,13.375,0,player,foot,1700.2724609375,395.4911193847656,0.44277928670247396,0.18309774045591,61.0,190.0,0.015885416666666666,0.08796296296296297,
321,13.375,1,player,foot,2764.4013671875,526.545654296875,0.7198961893717448,0.24377113624855323,104.0,161.0,0.027083333333333334,0.07453703703703704,
321,13.375,2,player,foot,796.3584594726562,724.9059448242188,0.2073850154876709,0.3356046040852865,186.0,364.0,0.0484375,0.1685185185185185,
321,13.375,3,ball,center,2899.0,911.0,0.7549479166666667,0.4217592592592593,74.0,62.0,0.019270833333333334,0.028703703703703703,372.19349806249977
322,13.416666666666666,0,player,foot,1701.0906982421875,395.0437927246094,0.442992369333903,0.18289064477991174,58.0,190.0,0.015104166666666667,0.08796296296296297,
322,13.416666666666666,1,player,foot,2765.930908203125,526.6819458007812,0.7202945073445638,0.24383423416702835,107.0,165.0,0.027864583333333335,0.0763888888888889,
322,13.416666666666666,2,player,foot,794.7509155273438,732.4341430664062,0.20696638425191244,0.33908988104926213,186.0,376.0,0.0484375,0.17407407407407408,
322,13.416666666666666,3,ball,center,2908.0,925.0,0.7572916666666667,0.42824074074074076,68.0,62.0,0.017708333333333333,0.028703703703703703,399.43960745023776
323,13.458333333333334,0,player,foot,1701.6634521484375,394.73065185546875,0.4431415239969889,0.1827456721553096,58.0,190.0,0.015104166666666667,0.08796296296296297,
323,13.458333333333334,1,player,foot,2776.901611328125,526.77734375,0.7231514612833659,0.24387839988425927,108.0,171.0,0.028125,0.07916666666666666,
323,13.458333333333334,2,player,foot,795.1256103515625,741.6039428710938,0.20706396102905272,0.34333515873661746,189.0,389.0,0.04921875,0.18009259259259258,
323,13.458333333333334,3,ball,center,2911.0,938.0,0.7580729166666667,0.43425925925925923,72.0,66.0,0.01875,0.030555555555555555,320.199937539032
324,13.5,0,player,foot,1702.064453125,394.511474609375,0.4432459513346354,0.18264420120804398,58.0,190.0,0.015104166666666667,0.08796296296296297,
324,13.5,1,player,foot,2785.631103515625,526.8441162109375,0.7254247665405273,0.24390931306061922,111.0,178.0,0.02890625,0.0824074074074074,
324,13.5,2,player,foot,796.2879028320312,751.32275390625,0.20736664136250813,0.34783460828993057,187.0,393.0,0.04869791666666667,0.18194444444444444,
324,13.5,3,ball,center,2915.0,955.0,0.7591145833333334,0.44212962962962965,70.0,64.0,0.018229166666666668,0.02962962962962963,419.1419807177515
325,13.541666666666666,0,player,foot,1702.195068359375,394.0580139160156,0.44327996571858724,0.18243426570185908,58.0,189.0,0.015104166666666667,0.0875,
325,13.541666666666666,1,player,foot,2792.791748046875,526.890869140625,0.7272895177205404,0.24393095793547453,111.0,186.0,0.02890625,0.08611111111111111,
325,13.541666666666666,2,player,foot,798.0015869140625,758.7258911132812,0.20781291325887044,0.3512619866265191,195.0,385.0,0.05078125,0.17824074074074073,
325,13.541666666666666,3,ball,center,2921.0,972.5,0.7606770833333333,0.45023148148148145,74.0,67.0,0.019270833333333334,0.031018518518518518,444.0
326,13.583333333333334,0,player,foot,1702.4365234375,393.7406005859375,0.4433428446451823,0.18228731508608217,57.0,188.0,0.01484375,0.08703703703703704,
326,13.583333333333334,1,player,foot,2798.104248046875,526.923583984375,0.728672981262207,0.2439461036964699,112.0,194.0,0.029166666666666667,0.08981481481481482,
326,13.583333333333334,2,player,foot,799.0510864257812,763.9080810546875,0.20808622042338054,0.3536611486364294,194.0,376.0,0.050520833333333334,0.17407407407407408,
326,13.583333333333334,3,ball,center,2925.5,987.5,0.7618489583333333,0.45717592592592593,71.0,65.0,0.018489583333333334,0.03009259259259259,375.85103432077983
327,13.625,0,player,foot,1702.3055419921875,393.5184020996094,0.44330873489379885,0.18218444541648582,56.0,188.0,0.014583333333333334,0.08703703703703704,
327,13.625,1,player,foot,2801.822998046875,526.646484375,0.7296414057413737,0.24381781684027778,110.0,201.0,0.028645833333333332,0.09305555555555556,
327,13.625,2,player,foot,799.3357543945312,767.2356567382812,0.2081603527069092,0.35520169293438947,186.0,374.0,0.0484375,0.17314814814814813,
327,13.625,3,ball,center,2930.0,1006.0,0.7630208333333334,0.46574074074074073,72.0,70.0,0.01875,0.032407407407407406,456.9463863518345
328,13.666666666666666,0,player,foot,1702.3638916015625,393.0628967285156,0.44332393010457355,0.18197356330023873,55.0,187.0,0.014322916666666666,0.08657407407407407,
328,13.666666666666666,1,player,foot,2804.576171875,526.4525146484375,0.730358378092448,0.2437280160409433,116.0,209.0,0.030208333333333334,0.09675925925925925,
328,13.666666666666666,2,player,foot,799.5350341796875,769.56494140625,0.20821224848429362,0.3562800654658565,194.0,380.0,0.050520833333333334,0.17592592592592593,
328,13.666666666666666,3,ball,center,2935.0,1021.5,0.7643229166666666,0.47291666666666665,74.0,63.0,0.019270833333333334,0.029166666666666667,390.8759393976559
329,13.708333333333334,0,player,foot,1702.5546875,392.7440185546875,0.44337361653645835,0.18182593451605902,55.0,189.0,0.014322916666666666,0.0875,
329,13.708333333333334,1,player,foot,2806.50341796875,526.3167724609375,0.7308602650960286,0.24366517243561922,122.0,214.0,0.03177083333333333,0.09907407407407408,
329,13.708333333333334,2,player,foot,800.12451171875,771.4954223632812,0.20836575826009116,0.35717380664966725,195.0,381.0,0.05078125,0.1763888888888889,
329,13.708333333333334,3,ball,center,2939.0,1041.0,0.7653645833333333,0.48194444444444445,78.0,66.0,0.0203125,0.030555555555555555,477.7447016974652
330,13.75,0,player,foot,1703.5882568359375,391.9208068847656,0.4436427752176921,0.1814448180022063,53.0,189.0,0.013802083333333333,0.0875,
330,13.75,1,player,foot,2808.00244140625,526.2217407226562,0.7312506357828776,0.24362117626048901,125.0,223.0,0.032552083333333336,0.10324074074074074,
330,13.75,2,player,foot,813.587158203125,775.8468017578125,0.2118716557820638,0.3591883341471354,202.0,397.0,0.05260416666666667,0.1837962962962963,
330,13.75,3,ball,center,2945.5,1061.0,0.7670572916666667,0.4912037037037037,79.0,76.0,0.020572916666666666,0.03518518518518519,263.5585798261935
331,13.791666666666666,0,player,foot,1705.811767578125,390.74456787109375,0.44422181447347003,0.18090026290328415,53.0,188.0,0.013802083333333333,0.08703703703703704,
331,13.791666666666666,1,player,foot,2808.90185546875,525.855224609375,0.731484858194987,0.24345149287471066,127.0,228.0,0.03307291666666667,0.10555555555555556,
331,13.791666666666666,2,player,foot,823.6109619140625,784.8927612304688,0.21448202133178712,0.36337627834743924,206.0,417.0,0.05364583333333333,0.19305555555555556,
331,13.791666666666666,3,ball,center,2952.5,1079.0,0.7688802083333334,0.49953703703703706,81.0,72.0,0.02109375,0.03333333333333333,463.5169899798712
332,13.833333333333334,0,player,foot,1707.96826171875,389.3211669921875,0.4447834014892578,0.1802412810149016,54.0,186.0,0.0140625,0.08611111111111111,
332,13.833333333333334,1,player,foot,2809.53125,525.5986328125,0.7316487630208334,0.2433327003761574,128.0,236.0,0.03333333333333333,0.10925925925925926,
332,13.833333333333334,2,player,foot,831.5276489257812,795.4249267578125,0.2165436585744222,0.36825228090639467,206.0,430.0,0.05364583333333333,0.19907407407407407,
332,13.833333333333334,3,ball,center,2954.5,1098.5,0.7694010416666667,0.5085648148148149,83.0,73.0,0.021614583333333333,0.033796296296296297,470.4550988139038
333,13.875,0,player,foot,1710.977783203125,388.0248107910156,0.44556713104248047,0.1796411161069517,55.0,185.0,0.014322916666666666,0.08564814814814815,
333,13.875,1,player,foot,2809.971923828125,525.4190673828125,0.7317635218302408,0.24324956823278357,125.0,241.0,0.032552083333333336,0.11157407407407408,
333,13.875,2,player,foot,838.7193603515625,805.7974243164062,0.21841650009155272,0.37305436310944734,210.0,433.0,0.0546875,0.20046296296296295,
333,13.875,3,ball,center,2961.0,1122.0,0.77109375,0.5194444444444445,86.0,72.0,0.022395833333333334,0.03333333333333333,585.1768963313573
334,13.916666666666666,0,player,foot,1713.9844970703125,386.8173828125,0.4463501294453939,0.17908212167245371,54.0,185.0,0.0140625,0.08564814814814815,
334,13.916666666666666,1,player,foot,2810.430419921875,524.9933471679688,0.731882921854655,0.24305247554072626,124.0,242.0,0.03229166666666667,0.11203703703703703,
334,13.916666666666666,2,player,foot,844.653564453125,813.658203125,0.2199618657430013,0.37669361255787037,225.0,423.0,0.05859375,0.19583333333333333,
334,13.916666666666666,3,ball,center,2967.5,1141.5,0.7727864583333334,0.5284722222222222,85.0,75.0,0.022135416666666668,0.034722222222222224,493.31531498626714
335,13.958333333333334,0,player,foot,1717.13916015625,385.97216796875,0.4471716562906901,0.1786908185040509,60.0,185.0,0.015625,0.08564814814814815,
335,13.958333333333334,1,player,foot,2810.751220703125,524.6953125,0.7319664637247721,0.24291449652777777,120.0,245.0,0.03125,0.11342592592592593,
335,13.958333333333334,2,player,foot,848.3575439453125,818.8607177734375,0.22092644373575845,0.3791021841543692,242.0,412.0,0.06302083333333333,0.19074074074074074,
335,13.958333333333334,3,ball,center,2972.0,1166.5,0.7739583333333333,0.5400462962962963,90.0,83.0,0.0234375,0.038425925925925926,609.6425182022658
336,14.0,0,player,foot,1725.197509765625,385.08050537109375,0.4492701848347982,0.17827801174587674,64.0,185.0,0.016666666666666666,0.08564814814814815,
336,14.0,1,player,foot,2810.975830078125,524.4866943359375,0.7320249557495118,0.24281791404441552,117.0,246.0,0.03046875,0.11388888888888889,
336,14.0,2,player,foot,850.9503173828125,822.802490234375,0.22160164515177408,0.38092707881221066,247.0,410.0,0.06432291666666666,0.18981481481481483,
336,14.0,3,ball,center,2976.0,1188.0,0.775,0.55,92.0,76.0,0.023958333333333335,0.03518518518518519,524.8542654870969
337,14.041666666666666,0,player,foot,1731.88818359375,384.1563415527344,0.4510125478108724,0.17785015812626592,70.0,185.0,0.018229166666666668,0.08564814814814815,
337,14.041666666666666,1,player,foot,2811.133056640625,524.0407104492188,0.7320659001668294,0.24261144002278645,115.0,249.0,0.029947916666666668,0.11527777777777778,
337,14.041666666666666,2,player,foot,849.7652587890625,825.8617553710938,0.22129303614298504,0.38234340526439525,231.0,415.0,0.06015625,0.19212962962962962,
337,14.041666666666666,3,ball,center,2983.0,1211.5,0.7768229166666667,0.5608796296296297,92.0,83.0,0.023958333333333335,0.038425925925925926,588.489592091483
338,14.083333333333334,0,player,foot,1736.421630859375,383.5094299316406,0.45219313303629555,0.1775506620053892,70.0,186.0,0.018229166666666668,0.08611111111111111,
338,14.083333333333334,1,player,foot,2811.39306640625,523.728515625,0.7321336110432942,0.24246690538194443,110.0,251.0,0.028645833333333332,0.1162037037037037,
338,14.083333333333334,2,player,foot,843.835693359375,833.7032470703125,0.2197488784790039,0.38597372549551506,228.0,434.0,0.059375,0.20092592592592592,
338,14.083333333333334,3,ball,center,2990.0,1236.0,0.7786458333333334,0.5722222222222222,98.0,78.0,0.025520833333333333,0.03611111111111111,611.5292306995635
339,14.125,0,player,foot,1739.8951416015625,382.756591796875,0.4530976931254069,0.17720212583188658,69.0,184.0,0.01796875,0.08518518518518518,
339,14.125,1,player,foot,2811.5751953125,523.2099609375,0.7321810404459635,0.24222683376736112,103.0,251.0,0.026822916666666665,0.1162037037037037,
339,14.125,2,player,foot,844.9349975585938,846.392333984375,0.22003515561421713,0.391848302770544,216.0,459.0,0.05625,0.2125,
